400004,AL,4,Yea,Rep. Robert Aderholt [R],Republican
400018,TX,6,Yea,Rep. Joe Barton [R],Republican
400021,CA,34,Nay,Rep. Xavier Becerra [D],Democrat
400029,UT,1,Yea,Rep. Rob Bishop [R],Republican
400030,GA,2,Nay,Rep. Sanford Bishop Jr. [D],Democrat
400032,TN,7,Yea,Rep. Marsha Blackburn [R],Republican
400033,OR,3,Not Voting,Rep. Earl Blumenauer [D],Democrat
400046,TX,8,Yea,Rep. Kevin Brady [R],Republican
400047,PA,1,Nay,Rep. Robert Brady [D],Democrat
400048,FL,5,Not Voting,Rep. Corrine Brown [D],Democrat
400052,TX,26,Yea,Rep. Michael Burgess [R],Republican
400057,CA,42,Yea,Rep. Ken Calvert [R],Republican
400062,CA,24,Nay,Rep. Lois Capps [D],Democrat
400063,MA,7,Nay,Rep. Michael Capuano [D],Democrat
400068,TX,31,Yea,Rep. John Carter [R],Republican
400071,OH,1,Yea,Rep. Steve Chabot [R],Republican
400074,MO,1,Nay,Rep. Lacy Clay Jr. [D],Democrat
400075,SC,6,Nay,Rep. James “Jim” Clyburn [D],Democrat
400077,OK,4,Yea,Rep. Tom Cole [R],Republican
400080,MI,13,Nay,Rep. John Conyers Jr. [D],Democrat
400081,TN,5,Nay,Rep. Jim Cooper [D],Democrat
400086,FL,4,Yea,Rep. Ander Crenshaw [R],Republican
400087,NY,14,Nay,Rep. Joseph “Joe” Crowley [D],Democrat
400089,TX,7,Yea,Rep. John Culberson [R],Republican
400090,MD,7,Nay,Rep. Elijah Cummings [D],Democrat
400093,IL,7,Nay,Rep. Danny Davis [D],Democrat
400097,CA,53,Nay,Rep. Susan Davis [D],Democrat
400100,OR,4,Nay,Rep. Peter DeFazio [D],Democrat
400101,CO,1,Nay,Rep. Diana DeGette [D],Democrat
400103,CT,3,Nay,Rep. Rosa DeLauro [D],Democrat
400108,FL,25,Yea,Rep. Mario Diaz-Balart [R],Republican
400111,TX,35,Nay,Rep. Lloyd Doggett [D],Democrat
400114,PA,14,Nay,Rep. Michael “Mike” Doyle Jr. [D],Democrat
400116,TN,2,Yea,Rep. John “Jimmy” Duncan Jr. [R],Republican
400122,NY,16,Nay,Rep. Eliot Engel [D],Democrat
400124,CA,18,Nay,Rep. Anna Eshoo [D],Democrat
400129,CA,20,Nay,Rep. Sam Farr [D],Democrat
400137,VA,4,Not Voting,Rep. Randy Forbes [R],Republican
400141,AZ,8,Yea,Rep. Trent Franks [R],Republican
400142,NJ,11,Yea,Rep. Rodney Frelinghuysen [R],Republican
400145,NJ,5,Yea,Rep. Scott Garrett [R],Republican
400154,VA,6,Yea,Rep. Bob Goodlatte [R],Republican
400157,TX,12,Yea,Rep. Kay Granger [R],Republican
400158,MO,6,Yea,Rep. Sam Graves [R],Republican
400160,TX,29,Nay,Rep. Gene Green [D],Democrat
400162,AZ,3,Nay,Rep. Raúl Grijalva [D],Democrat
400163,IL,4,Nay,Rep. Luis Gutiérrez [D],Democrat
400170,FL,20,Nay,Rep. Alcee Hastings [D],Democrat
400175,TX,5,Not Voting,Rep. Jeb Hensarling [R],Republican
400179,TX,15,Nay,Rep. Rubén Hinojosa [D],Democrat
400185,CA,17,Nay,Rep. Michael “Mike” Honda [D],Democrat
400189,MD,5,Nay,Rep. Steny Hoyer [D],Democrat
400195,NY,3,Nay,Rep. Steve Israel [D],Democrat
400196,CA,49,Yea,Rep. Darrell Issa [R],Republican
400199,TX,18,Nay,Rep. Sheila Jackson Lee [D],Democrat
400204,TX,30,Nay,Rep. Eddie Johnson [D],Democrat
400206,TX,3,Yea,Rep. Sam Johnson [R],Republican
400209,NC,3,Yea,Rep. Walter Jones Jr. [R],Republican
400211,OH,9,Nay,Rep. Marcy Kaptur [D],Democrat
400218,WI,3,Nay,Rep. Ron Kind [D],Democrat
400219,NY,2,Yea,Rep. Peter “Pete” King [R],Republican
400220,IA,4,Yea,Rep. Steve King [R],Republican
400224,MN,2,Not Voting,Rep. John Kline [R],Republican
400230,RI,2,Nay,Rep. James “Jim” Langevin [D],Democrat
400232,WA,2,Nay,Rep. Rick Larsen [D],Democrat
400233,CT,1,Nay,Rep. John Larson [D],Democrat
400237,CA,13,Nay,Rep. Barbara Lee [D],Democrat
400238,MI,9,Nay,Rep. Sander Levin [D],Democrat
400240,GA,5,Nay,Rep. John Lewis [D],Democrat
400244,NJ,2,Yea,Rep. Frank LoBiondo [R],Republican
400245,CA,19,Nay,Rep. Zoe Lofgren [D],Democrat
400246,NY,17,Nay,Rep. Nita Lowey [D],Democrat
400247,OK,3,Yea,Rep. Frank Lucas [R],Republican
400249,MA,8,Nay,Rep. Stephen Lynch [D],Democrat
400251,NY,12,Nay,Rep. Carolyn Maloney [D],Democrat
400259,MN,4,Nay,Rep. Betty McCollum [D],Democrat
400262,WA,7,Nay,Rep. Jim McDermott [D],Democrat
400263,MA,2,Nay,Rep. James “Jim” McGovern [D],Democrat
400271,NY,5,Nay,Rep. Gregory Meeks [D],Democrat
400273,FL,7,Yea,Rep. John Mica [R],Republican
400276,MI,10,Yea,Rep. Candice Miller [R],Republican
400279,FL,1,Yea,Rep. Jeff Miller [R],Republican
400285,PA,18,Yea,Rep. Tim Murphy [R],Republican
400289,NY,10,Nay,Rep. Jerrold Nadler [D],Democrat
400290,CA,32,Nay,Rep. Grace Napolitano [D],Democrat
400291,MA,1,Nay,Rep. Richard Neal [D],Democrat
400297,CA,22,Yea,Rep. Devin Nunes [R],Republican
400308,NJ,6,Nay,Rep. Frank Pallone Jr. [D],Democrat
400309,NJ,9,Nay,Rep. Bill Pascrell Jr. [D],Democrat
400313,NM,2,Yea,Rep. Stevan “Steve” Pearce [R],Republican
400314,CA,12,Nay,Rep. Nancy Pelosi [D],Democrat
400316,MN,7,Yea,Rep. Collin Peterson [D],Democrat
400320,PA,16,Yea,Rep. Joseph Pitts [R],Republican
400326,NC,4,Nay,Rep. David Price [D],Democrat
400333,NY,13,Nay,Rep. Charles “Charlie” Rangel [D],Democrat
400340,KY,5,Yea,Rep. Harold “Hal” Rogers [R],Republican
400341,AL,3,Not Voting,Rep. Mike Rogers [R],Republican
400343,CA,48,Yea,Rep. Dana Rohrabacher [R],Republican
400344,FL,27,Yea,Rep. Ileana Ros-Lehtinen [R],Republican
400347,CA,40,Nay,Rep. Lucille Roybal-Allard [D],Democrat
400348,CA,39,Yea,Rep. Edward “Ed” Royce [R],Republican
400349,MD,2,Nay,Rep. A. Dutch Ruppersberger [D],Democrat
400350,IL,1,Nay,Rep. Bobby Rush [D],Democrat
400352,OH,13,Nay,Rep. Tim Ryan [D],Democrat
400355,CA,38,Nay,Rep. Linda Sánchez [D],Democrat
400356,CA,46,Nay,Rep. Loretta Sanchez [D],Democrat
400360,IL,9,Nay,Rep. Janice “Jan” Schakowsky [D],Democrat
400361,CA,28,Nay,Rep. Adam Schiff [D],Democrat
400363,GA,13,Nay,Rep. David Scott [D],Democrat
400364,VA,3,Nay,Rep. Robert “Bobby” Scott [D],Democrat
400365,WI,5,Yea,Rep. James Sensenbrenner Jr. [R],Republican
400366,NY,15,Nay,Rep. José Serrano [D],Democrat
400367,TX,32,Yea,Rep. Pete Sessions [R],Republican
400371,CA,30,Yea,Rep. Brad Sherman [D],Democrat
400373,IL,15,Yea,Rep. John Shimkus [R],Republican
400376,ID,2,Yea,Rep. Michael “Mike” Simpson [R],Republican
400378,NY,25,Nay,Rep. Louise Slaughter [D],Democrat
400379,WA,9,Nay,Rep. Adam Smith [D],Democrat
400380,NJ,4,Yea,Rep. Christopher “Chris” Smith [R],Republican
400381,TX,21,Yea,Rep. Lamar Smith [R],Republican
400402,MS,2,Nay,Rep. Bennie Thompson [D],Democrat
400403,CA,5,Nay,Rep. Mike Thompson [D],Democrat
400404,TX,13,Yea,Rep. Mac Thornberry [R],Republican
400406,OH,12,Yea,Rep. Patrick “Pat” Tiberi [R],Republican
400411,OH,10,Yea,Rep. Michael Turner [R],Republican
400414,MI,6,Yea,Rep. Fred Upton [R],Republican
400415,MD,8,Nay,Rep. Chris Van Hollen Jr. [D],Democrat
400416,NY,7,Nay,Rep. Nydia Velázquez [D],Democrat
400417,IN,1,Nay,Rep. Peter Visclosky [D],Democrat
400419,OR,2,Yea,Rep. Greg Walden [R],Republican
400422,CA,43,Nay,Rep. Maxine Waters [D],Democrat
400433,SC,2,Yea,Rep. Joe Wilson [R],Republican
400440,AK,0,Yea,Rep. Don Young [R],Republican
400441,TX,19,Yea,Rep. Randy Neugebauer [R],Republican
400606,AZ,5,Yea,Rep. Matt Salmon [R],Republican
400607,SC,1,Yea,Rep. Marshall “Mark” Sanford [R],Republican
400616,NC,1,Nay,Rep. George “G.K.” Butterfield Jr. [D],Democrat
400618,CA,16,Nay,Rep. Jim Costa [D],Democrat
400623,FL,23,Nay,Rep. Debbie Wasserman Schultz [D],Democrat
400626,GA,6,Yea,Rep. Tom Price [R],Republican
400627,GA,3,Not Voting,Rep. Lynn Westmoreland [R],Republican
400630,IL,3,Nay,Rep. Daniel Lipinski [D],Democrat
400636,LA,3,Yea,Rep. Charles Boustany Jr. [R],Republican
400639,MO,5,Nay,Rep. Emanuel Cleaver II [D],Democrat
400640,NE,1,Yea,Rep. Jeff Fortenberry [R],Republican
400641,NY,26,Nay,Rep. Brian Higgins [D],Democrat
400643,NC,5,Yea,Rep. Virginia Foxx [R],Republican
400644,NC,10,Yea,Rep. Patrick McHenry [R],Republican
400646,PA,8,Not Voting,Rep. Michael Fitzpatrick [R],Republican
400648,PA,15,Yea,Rep. Charles Dent [R],Republican
400651,TX,1,Yea,Rep. Louie Gohmert Jr. [R],Republican
400652,TX,2,Not Voting,Rep. Ted Poe [R],Republican
400653,TX,9,Nay,Rep. Al Green [D],Democrat
400654,TX,10,Yea,Rep. Michael McCaul [R],Republican
400655,TX,11,Yea,Rep. Michael Conaway [R],Republican
400656,TX,24,Yea,Rep. Kenny Marchant [R],Republican
400657,TX,28,Nay,Rep. Henry Cuellar [D],Democrat
400659,WA,5,Yea,Rep. Cathy McMorris Rodgers [R],Republican
400660,WA,8,Yea,Rep. David Reichert [R],Republican
400661,WI,4,Nay,Rep. Gwen Moore [D],Democrat
400663,CA,6,Nay,Rep. Doris Matsui [D],Democrat
408211,MN,8,Nay,Rep. Richard Nolan [D],Democrat
409888,PA,9,Yea,Rep. Bill Shuster [R],Republican
412186,NJ,8,Nay,Rep. Albio Sires [D],Democrat
412189,CA,9,Nay,Rep. Jerry McNerney [D],Democrat
412190,CA,23,Yea,Rep. Kevin McCarthy [R],Republican
412191,CO,5,Yea,Rep. Doug Lamborn [R],Republican
412192,CO,7,Nay,Rep. Ed Perlmutter [D],Democrat
412193,CT,2,Nay,Rep. Joe Courtney [D],Democrat
412195,FL,14,Nay,Rep. Kathy Castor [D],Democrat
412196,FL,16,Yea,Rep. Vern Buchanan [R],Republican
412199,GA,4,Nay,Rep. Henry “Hank” Johnson Jr. [D],Democrat
412202,IL,6,Yea,Rep. Peter Roskam [R],Republican
412209,IA,2,Nay,Rep. David Loebsack [D],Democrat
412211,KY,3,Nay,Rep. John Yarmuth [D],Democrat
412212,MD,3,Nay,Rep. John Sarbanes [D],Democrat
412213,MI,7,Yea,Rep. Tim Walberg [R],Republican
412214,MN,1,Nay,Rep. Timothy Walz [D],Democrat
412215,MN,5,Not Voting,Rep. Keith Ellison [D],Democrat
412217,NE,3,Yea,Rep. Adrian Smith [R],Republican
412221,NY,9,Nay,Rep. Yvette Clarke [D],Democrat
412226,OH,4,Yea,Rep. Jim Jordan [R],Republican
412236,TN,9,Nay,Rep. Steve Cohen [D],Democrat
412239,VT,0,Nay,Rep. Peter Welch [D],Democrat
412250,FL,12,Yea,Rep. Gus Bilirakis [R],Republican
412254,MA,3,Nay,Rep. Niki Tsongas [D],Democrat
412255,VA,1,Yea,Rep. Robert Wittman [R],Republican
412256,OH,5,Yea,Rep. Robert Latta [R],Republican
412257,IL,11,Nay,Rep. Bill Foster [D],Democrat
412258,IN,7,Yea,Rep. André Carson [D],Democrat
412259,CA,14,Nay,Rep. Jackie Speier [D],Democrat
412261,LA,1,Yea,Rep. Steve Scalise [R],Republican
412263,MD,4,Nay,Rep. Donna Edwards [D],Democrat
412270,UT,3,Yea,Rep. Jason Chaffetz [R],Republican
412271,CO,6,Yea,Rep. Mike Coffman [R],Republican
412272,VA,11,Nay,Rep. Gerald Connolly [D],Democrat
412275,LA,4,Yea,Rep. John Fleming [R],Republican
412276,FL,9,Nay,Rep. Alan Grayson [D],Democrat
412278,KY,2,Yea,Rep. Brett Guthrie [R],Republican
412280,MS,3,Yea,Rep. Gregg Harper [R],Republican
412282,CT,4,Nay,Rep. James Himes [D],Democrat
412283,CA,50,Yea,Rep. Duncan Hunter [R],Republican
412284,KS,2,Yea,Rep. Lynn Jenkins [R],Republican
412286,AZ,1,Not Voting,Rep. Ann Kirkpatrick [D],Democrat
412290,NJ,7,Yea,Rep. Leonard Lance [R],Republican
412292,MO,3,Yea,Rep. Blaine Luetkemeyer [R],Republican
412293,NM,3,Nay,Rep. Ben Luján [D],Democrat
412294,WY,0,Yea,Rep. Cynthia Lummis [R],Republican
412295,CA,4,Yea,Rep. Tom McClintock [R],Republican
412302,TX,22,Yea,Rep. Pete Olson [R],Republican
412303,MN,3,Yea,Rep. Erik Paulsen [R],Republican
412307,ME,1,Nay,Rep. Chellie Pingree [D],Democrat
412308,CO,2,Nay,Rep. Jared Polis [D],Democrat
412309,FL,8,Yea,Rep. Bill Posey [R],Republican
412310,TN,1,Yea,Rep. David “Phil” Roe [R],Republican
412311,FL,17,Yea,Rep. Thomas Rooney [R],Republican
412315,OR,5,Nay,Rep. Kurt Schrader [D],Democrat
412317,PA,5,Yea,Rep. Glenn Thompson [R],Republican
412318,NV,1,Nay,Rep. Dina Titus [D],Democrat
412319,NY,20,Nay,Rep. Paul Tonko [D],Democrat
412327,OH,11,Nay,Rep. Marcia Fudge [D],Democrat
412331,IL,5,Nay,Rep. Mike Quigley [D],Democrat
412379,CA,27,Nay,Rep. Judy Chu [D],Democrat
412382,CA,3,Nay,Rep. John Garamendi [D],Democrat
412385,FL,21,Nay,Rep. Theodore Deutch [D],Democrat
412388,GA,14,Yea,Rep. Tom Graves [R],Republican
412392,IN,3,Not Voting,Rep. Marlin Stutzman [R],Republican
412393,NY,23,Yea,Rep. Tom Reed II [R],Republican
412394,AL,2,Yea,Rep. Martha Roby [R],Republican
412395,AL,5,Yea,Rep. Mo Brooks [R],Republican
412396,AL,7,Not Voting,Rep. Terri Sewell [D],Democrat
412397,AZ,4,Yea,Rep. Paul Gosar [R],Republican
412399,AZ,6,Yea,Rep. David Schweikert [R],Republican
412400,AR,1,Yea,Rep. Eric “Rick” Crawford [R],Republican
412402,AR,3,Yea,Rep. Steve Womack [R],Republican
412403,CA,10,Yea,Rep. Jeff Denham [R],Republican
412404,CA,37,Nay,Rep. Karen Bass [D],Democrat
412405,CO,3,Yea,Rep. Scott Tipton [R],Republican
412407,DE,0,Nay,Rep. John Carney [D],Democrat
412409,FL,11,Not Voting,Rep. Richard Nugent [R],Republican
412410,FL,10,Yea,Rep. Daniel Webster [R],Republican
412411,FL,15,Yea,Rep. Dennis Ross [R],Republican
412412,FL,24,Nay,Rep. Frederica Wilson [D],Democrat
412416,GA,7,Yea,Rep. Rob Woodall [R],Republican
412417,GA,8,Yea,Rep. Austin Scott [R],Republican
412418,HI,1,Nay,Rep. Colleen Hanabusa [D],Democrat
412419,ID,1,Yea,Rep. Raúl Labrador [R],Republican
412420,IL,10,Yea,Rep. Bob Dold [R],Republican
412421,IL,16,Yea,Rep. Adam Kinzinger [R],Republican
412422,IL,14,Yea,Rep. Randy Hultgren [R],Republican
